0,0.49756
1,0.49462
2,0.49169
3,0.48778
4,0.48485
5,0.48289
6,0.47996
7,0.47801
8,0.47507
9,0.47214
10,0.46921
11,0.46628
12,0.46334
13,0.46041
14,0.45748
15,0.45455
16,0.45161
17,0.44966
18,0.44868
19,0.44575
20,0.43206
21,0.41251
22,0.40078
23,0.39198
24,0.38612
25,0.38025
26,0.37537
27,0.37146
28,0.36755
29,0.36364
30,0.35973
31,0.35777
32,0.35484
33,0.35191
34,0.35093
35,0.34995
36,0.34995
37,0.35093
38,0.35191
39,0.35484
40,0.35875
41,0.36364
42,0.3695
43,0.37439
44,0.38025
45,0.3871
46,0.39492
47,0.40274
48,0.41153
49,0.41935
50,0.42815
51,0.43597
52,0.44477
53,0.45259
54,0.46139
55,0.47019
56,0.47801
57,0.48387
58,0.48876
59,0.49365
60,0.49756
61,0.50049
62,0.50244
63,0.50147
64,0.50049
65,0.49951
66,0.49756
67,0.49462
68,0.49169
69,0.48974
70,0.48778
71,0.48485
72,0.48289
73,0.47996
74,0.47801
75,0.47507
76,0.47312
77,0.47019
78,0.46823
79,0.46725
80,0.4653
81,0.46334
82,0.46237
83,0.46139
84,0.46041
85,0.45846
86,0.4565
87,0.45357
88,0.44966
89,0.44673
90,0.44379
91,0.43988
92,0.43793
93,0.435
94,0.43304
95,0.43304
96,0.43206
97,0.43206
98,0.43206
99,0.43109
100,0.43011
101,0.42913
102,0.42815
103,0.42815
104,0.42815
105,0.42815
106,0.42815
107,0.42815
108,0.42815
109,0.42815
110,0.42815
111,0.4262
112,0.42522
113,0.42424
114,0.42326
115,0.42131
116,0.42033
117,0.41935
118,0.4174
119,0.41642
120,0.41544
121,0.41544
122,0.41544
123,0.41544
124,0.41544
125,0.41544
126,0.41544
127,0.41642
128,0.41838
129,0.42229
130,0.4262
131,0.43206
132,0.43988
133,0.44673
134,0.45552
135,0.46237
136,0.46921
137,0.47605
138,0.48485
139,0.49462
140,0.5044
141,0.51417
142,0.52493
143,0.53568
144,0.54643
145,0.55523
146,0.565
147,0.5738
148,0.58065
149,0.58651
150,0.59238
151,0.59726
152,0.60117
153,0.60313
154,0.60411
155,0.60411
156,0.60313
157,0.60117
158,0.59922
159,0.59531
160,0.59238
161,0.58847
162,0.58358
163,0.57967
164,0.57478
165,0.56891
166,0.56207
167,0.55523
168,0.54839
169,0.54154
170,0.5347
171,0.52884
172,0.52395
173,0.51808
174,0.5132
175,0.50831
176,0.50342
177,0.49853
178,0.49365
179,0.48876
180,0.48387
181,0.47996
182,0.47507
183,0.47116
184,0.46725
185,0.46334
186,0.45846
187,0.45455
188,0.45064
189,0.4477
190,0.44379
191,0.44086
192,0.43695
193,0.43304
194,0.42913
195,0.42522
196,0.42131
197,0.4174
198,0.41544
199,0.41251
200,0.41056
201,0.4086
202,0.40762
203,0.40567
204,0.40371
205,0.40176
206,0.3998
207,0.39687
208,0.39394
209,0.39101
210,0.38807
211,0.38514
212,0.38221
213,0.37928
214,0.37732
215,0.37634
216,0.37439
217,0.37341
218,0.37439
219,0.37537
220,0.37732
221,0.38025
222,0.38514
223,0.39003
224,0.39687
225,0.40371
226,0.41153
227,0.41838
228,0.42522
229,0.43304
230,0.44282
231,0.45357
232,0.4653
233,0.47605
234,0.4868
235,0.49756
236,0.50929
237,0.52102
238,0.53177
239,0.54252
240,0.55034
241,0.55718
242,0.56403
243,0.57087
244,0.57674
245,0.58065
246,0.58358
247,0.58651
248,0.58749
249,0.58749
250,0.58553
251,0.5826
252,0.57967
253,0.57576
254,0.57087
255,0.56696
256,0.56305
257,0.55914
258,0.55425
259,0.55034
260,0.54448
261,0.53861
262,0.53372
263,0.52884
264,0.52493
265,0.52102
266,0.51711
267,0.5132
268,0.50831
269,0.50342
270,0.49756
271,0.49071
272,0.48583
273,0.48094
274,0.47605
275,0.47116
276,0.46725
277,0.46334
278,0.45943
279,0.45552
280,0.45943
281,0.46628
282,0.46823
283,0.46725
284,0.4653
285,0.46237
286,0.45943
287,0.45552
288,0.45259
289,0.44966
290,0.44673
291,0.44477
292,0.44282
293,0.44184
294,0.44086
295,0.43891
296,0.43695
297,0.43597
298,0.43402
299,0.43206
300,0.43011
301,0.42913
302,0.42717
303,0.42522
304,0.42326
305,0.42131
306,0.42033
307,0.41935
308,0.4174
309,0.41642
310,0.41544
311,0.41544
312,0.41642
313,0.41838
314,0.42033
315,0.42424
316,0.42913
317,0.435
318,0.44086
319,0.44673
320,0.45259
321,0.45846
322,0.4653
323,0.47312
324,0.48192
325,0.49071
326,0.49951
327,0.50733
328,0.51417
329,0.52004
330,0.5259
331,0.53177
332,0.53568
333,0.54057
334,0.54448
335,0.54936
336,0.5523
337,0.55425
338,0.55523
339,0.55523
340,0.55425
341,0.5523
342,0.55132
343,0.54839
344,0.54643
345,0.54252
346,0.53861
347,0.5347
348,0.52981
349,0.52395
350,0.51906
351,0.51417
352,0.50831
353,0.50244
